<<<<<<< HEAD
cid,cierre,reapertura
287,11/9/2018 15:49,11/20/2018 6:51
288,4/29/2019 16:34,5/13/2019 21:39
289,6/24/2017 8:34,7/8/2017 15:56
290,11/12/2011 19:17,11/16/2011 2:33
291,6/23/2016 18:18,7/4/2016 3:36
292,11/30/2014 17:17,12/15/2014 9:25
293,4/18/2011 6:24,4/22/2011 21:04
294,3/2/2015 17:01,3/6/2015 8:00
295,6/18/2014 4:32,6/22/2014 15:09
296,11/19/2018 3:26,11/25/2018 18:26
297,7/28/2011 7:38,8/11/2011 10:18
298,3/10/2011 6:01,3/15/2011 12:18
299,12/21/2017 1:41,12/26/2017 2:35
300,6/5/2020 15:13,6/20/2020 4:13
301,6/27/2013 20:19,7/4/2013 6:37
302,3/10/2010 10:03,3/24/2010 0:51
303,5/3/2014 2:45,5/7/2014 14:07
304,1/13/2020 23:13,1/20/2020 12:32
305,1/13/2012 12:47,1/21/2012 15:11
306,12/5/2018 23:52,12/14/2018 7:01
307,8/25/2019 0:08,9/4/2019 14:36
308,10/29/2014 12:20,11/8/2014 1:12
309,3/21/2014 21:58,3/26/2014 3:06
310,4/21/2010 3:02,5/3/2010 16:46
311,10/27/2016 20:03,11/3/2016 22:14
312,11/10/2011 12:49,11/15/2011 12:57
313,2/6/2014 15:39,2/18/2014 2:04
314,10/9/2011 1:44,10/22/2011 12:45
315,7/20/2016 14:03,8/1/2016 21:02
316,1/24/2010 16:04,2/4/2010 20:07
317,9/21/2015 21:57,9/30/2015 11:23
318,12/13/2019 20:54,12/19/2019 1:24
319,9/18/2010 20:13,9/24/2010 9:19
320,1/12/2017 8:07,1/26/2017 19:39
321,3/25/2019 22:32,3/31/2019 8:51
322,9/16/2018 10:03,9/22/2018 14:12
323,6/11/2016 13:22,6/14/2016 19:02
324,1/31/2016 14:49,2/12/2016 2:12
325,2/25/2011 8:10,3/1/2011 0:16
326,7/27/2016 3:43,8/2/2016 11:47
327,6/27/2015 13:18,7/5/2015 16:05
328,9/7/2011 21:23,9/15/2011 23:22
329,11/30/2018 22:50,12/9/2018 6:00
330,2/23/2010 22:06,3/9/2010 2:11
331,4/9/2019 18:53,4/22/2019 5:40
332,10/20/2018 12:38,11/1/2018 17:42
333,12/8/2011 3:42,12/15/2011 4:53
334,1/15/2012 2:56,1/21/2012 6:24
335,4/12/2010 5:14,4/17/2010 12:34
336,5/9/2017 4:35,5/18/2017 15:32
337,6/20/2020 6:16,6/26/2020 22:35
338,5/15/2018 16:27,5/22/2018 9:07
339,6/12/2013 10:16,6/23/2013 23:08
340,3/29/2013 16:23,4/6/2013 7:27
341,11/14/2011 7:08,11/23/2011 14:35
342,7/26/2011 6:38,7/30/2011 20:12
343,10/11/2014 19:47,10/25/2014 11:40
344,8/26/2013 20:16,8/30/2013 6:06
345,11/25/2011 8:04,11/30/2011 11:53
346,12/4/2011 4:03,12/8/2011 16:51
347,9/17/2017 3:49,9/26/2017 13:24
348,10/22/2017 6:03,11/3/2017 8:41
349,10/24/2016 23:55,10/30/2016 11:17
350,7/5/2020 17:55,7/17/2020 4:25
351,8/13/2010 19:22,8/23/2010 19:53
352,5/22/2016 10:14,5/27/2016 10:24
353,3/22/2017 12:05,3/27/2017 14:24
354,8/21/2017 21:15,9/5/2017 4:21
355,11/9/2019 10:35,11/16/2019 14:45
356,11/4/2013 8:52,11/18/2013 18:00
357,8/20/2015 2:45,8/29/2015 10:31
358,4/10/2019 20:01,4/19/2019 1:41
359,5/14/2011 8:41,5/23/2011 15:43
360,4/16/2015 0:15,4/30/2015 13:24
361,10/20/2017 1:16,10/30/2017 11:16
362,10/14/2010 10:10,10/22/2010 16:06
363,8/8/2010 22:59,8/14/2010 7:18
364,6/29/2015 0:09,7/4/2015 6:23
365,8/28/2011 7:26,8/31/2011 21:51
366,6/25/2011 9:42,6/28/2011 18:23
367,7/20/2010 19:56,7/24/2010 8:31
368,3/15/2020 15:18,3/19/2020 17:13
369,8/30/2017 5:01,9/11/2017 16:43
370,9/26/2010 8:35,10/9/2010 23:48
371,12/5/2010 13:56,12/14/2010 2:00
372,8/28/2017 16:02,9/1/2017 4:46
373,6/2/2014 10:06,6/11/2014 18:27
374,3/6/2010 13:03,3/21/2010 2:39
375,9/15/2019 19:38,9/29/2019 4:35
376,3/30/2020 11:40,4/11/2020 16:09
377,6/19/2010 8:27,6/25/2010 17:23
378,5/15/2015 15:08,5/18/2015 16:30
379,8/1/2014 9:32,8/6/2014 11:52
380,5/28/2010 18:20,6/5/2010 7:29
381,9/30/2016 1:01,10/12/2016 2:57
382,5/22/2012 4:16,6/1/2012 19:14
383,10/1/2015 3:49,10/7/2015 13:27
384,7/25/2010 5:17,7/29/2010 9:16
385,12/5/2014 12:18,12/17/2014 21:55
386,2/14/2017 20:26,2/18/2017 4:08
387,1/2/2020 3:18,1/16/2020 10:04
388,1/5/2012 12:05,1/10/2012 14:10
389,4/22/2013 5:54,4/26/2013 10:43
390,9/27/2010 7:42,10/5/2010 14:24
391,5/5/2012 9:45,5/18/2012 18:02
392,3/31/2019 5:57,4/9/2019 16:29
393,1/20/2014 3:46,2/2/2014 7:56
394,11/22/2018 2:18,12/5/2018 7:15
395,3/2/2016 21:58,3/9/2016 8:22
396,4/5/2016 8:51,4/13/2016 21:00
397,8/31/2018 21:45,9/12/2018 10:37
398,4/13/2015 8:49,4/16/2015 11:14
399,1/4/2017 11:12,1/17/2017 2:05
400,6/22/2017 16:13,7/5/2017 1:16
401,6/22/2015 11:30,7/1/2015 0:30
402,1/15/2020 17:24,1/26/2020 22:59
403,7/11/2018 7:23,7/25/2018 13:07
404,3/19/2013 15:08,3/24/2013 17:26
405,6/30/2010 7:15,7/6/2010 18:46
406,9/8/2018 7:07,9/20/2018 7:29
407,3/1/2019 23:38,3/11/2019 4:01
408,3/19/2016 23:56,3/26/2016 6:19
409,5/22/2013 18:13,6/6/2013 0:43
410,6/24/2018 10:25,6/29/2018 11:04
411,3/3/2012 6:52,3/6/2012 18:29
412,5/26/2018 9:09,5/31/2018 1:10
413,6/20/2017 2:06,6/23/2017 18:37
414,11/4/2013 14:44,11/13/2013 22:12
415,11/22/2018 19:54,12/5/2018 2:11
416,1/24/2019 11:30,2/2/2019 22:29
417,3/8/2012 4:05,3/11/2012 4:43
418,5/14/2018 11:37,5/23/2018 22:17
419,8/25/2013 16:09,9/6/2013 6:10
420,3/31/2011 14:40,4/7/2011 14:53
421,9/1/2019 15:59,9/5/2019 4:16
422,8/18/2017 18:27,9/2/2017 1:36
423,3/25/2011 11:46,4/1/2011 19:47
424,7/7/2012 6:37,7/19/2012 10:45
425,5/30/2014 22:38,6/8/2014 9:11
426,2/18/2011 10:38,2/22/2011 18:32
427,10/8/2010 13:13,10/19/2010 5:52
428,5/3/2013 19:31,5/10/2013 3:47
429,2/23/2010 13:23,3/2/2010 19:12
430,3/16/2019 10:59,3/24/2019 12:34
431,2/27/2013 14:06,3/5/2013 21:14
432,7/2/2019 20:22,7/8/2019 7:44
433,1/19/2018 1:10,2/1/2018 7:33
434,12/2/2018 18:10,12/7/2018 4:25
435,5/15/2013 6:47,5/29/2013 18:30
436,10/9/2017 5:45,10/17/2017 12:22
437,11/2/2015 1:50,11/16/2015 6:55
438,3/13/2020 6:40,3/26/2020 21:15
439,3/28/2013 15:46,4/10/2013 2:29
440,3/6/2019 23:03,3/21/2019 4:44
441,1/1/2011 6:44,1/13/2011 16:35
442,6/1/2010 20:44,6/10/2010 20:46
443,10/5/2017 15:21,10/20/2017 3:01
444,11/6/2016 21:16,11/17/2016 1:59
445,7/27/2012 16:12,7/31/2012 18:38
446,8/16/2019 13:21,8/24/2019 3:56
447,7/15/2014 4:41,7/29/2014 10:39
448,9/26/2018 3:40,10/5/2018 20:08
449,2/11/2010 5:07,2/25/2010 5:13
450,9/15/2010 22:40,9/21/2010 4:18
451,11/15/2013 4:59,11/20/2013 20:29
452,3/7/2011 6:01,3/20/2011 12:44
453,2/6/2012 10:45,2/20/2012 13:18
454,4/7/2014 23:51,4/20/2014 0:25
455,4/25/2018 23:02,4/29/2018 14:54
456,1/17/2017 15:19,1/27/2017 7:52
457,12/30/2014 22:53,1/13/2015 2:54
458,11/22/2013 19:16,11/26/2013 19:34
459,10/20/2017 17:10,10/24/2017 4:01
460,7/24/2018 16:22,8/4/2018 7:12
461,3/22/2016 10:33,4/1/2016 22:22
462,1/12/2014 17:51,1/19/2014 4:04
463,3/16/2013 5:07,3/29/2013 9:41
464,11/30/2012 15:22,12/3/2012 22:22
465,11/22/2013 19:56,11/30/2013 11:52
466,5/10/2018 7:26,5/17/2018 12:03
467,10/15/2019 2:48,10/27/2019 5:28
468,4/25/2016 0:57,5/5/2016 13:24
469,12/2/2017 21:53,12/7/2017 5:39
470,4/25/2012 16:55,5/5/2012 19:29
471,1/9/2017 15:34,1/14/2017 1:15
472,6/24/2014 12:20,7/3/2014 13:09
473,3/8/2019 20:42,3/15/2019 6:15
474,10/9/2017 8:30,10/13/2017 21:35
475,1/15/2014 0:07,1/28/2014 13:26
476,1/23/2011 22:45,1/31/2011 11:30
477,12/1/2017 1:18,12/13/2017 3:28
478,11/10/2011 7:24,11/20/2011 11:38
479,3/23/2019 17:39,3/29/2019 5:38
480,1/11/2013 6:50,1/20/2013 17:07
481,2/4/2018 1:39,2/17/2018 3:32
482,12/14/2011 0:35,12/28/2011 11:48
483,3/21/2013 6:11,4/3/2013 17:17
484,3/9/2016 11:17,3/21/2016 14:49
485,3/12/2015 4:40,3/25/2015 12:30
486,7/30/2019 10:13,8/9/2019 12:49
487,8/7/2018 3:42,8/19/2018 5:30
488,2/1/2018 3:40,2/4/2018 6:22
489,7/8/2020 7:29,7/16/2020 8:25
490,11/8/2017 18:53,11/20/2017 4:02
491,5/17/2018 15:56,5/29/2018 8:35
492,5/7/2013 9:42,5/16/2013 12:00
493,8/30/2015 20:33,9/10/2015 22:50
494,10/1/2016 12:18,10/4/2016 22:21
495,1/22/2013 0:00,2/3/2013 0:46
496,12/18/2015 17:47,12/30/2015 6:25
497,5/6/2015 8:49,5/19/2015 19:26
498,9/12/2011 0:41,9/20/2011 3:45
499,1/9/2014 21:34,1/13/2014 11:28
500,5/28/2011 3:31,6/6/2011 19:07
501,4/24/2020 23:49,5/1/2020 15:01
502,4/27/2016 10:56,5/11/2016 14:46
503,10/31/2014 9:13,11/12/2014 14:56
504,6/26/2010 11:24,7/8/2010 11:36
505,12/28/2013 1:44,1/3/2014 11:12
506,5/1/2012 13:59,5/8/2012 19:04
507,12/18/2016 7:09,12/24/2016 15:41
508,9/27/2015 9:11,10/1/2015 18:26
509,6/13/2019 7:14,6/22/2019 9:12
510,5/20/2016 15:35,6/4/2016 6:15
511,10/5/2012 0:28,10/19/2012 0:37
512,9/9/2013 6:34,9/12/2013 15:06
513,12/22/2013 16:53,12/25/2013 23:55
514,6/8/2015 19:43,6/22/2015 7:44
515,9/3/2017 7:23,9/6/2017 22:15
516,2/28/2010 13:06,3/8/2010 0:32
517,5/25/2018 12:19,6/4/2018 13:49
518,3/14/2018 16:07,3/22/2018 7:23
519,3/25/2015 21:36,4/8/2015 3:03
520,10/15/2015 20:09,10/23/2015 4:22
521,10/29/2013 6:43,11/12/2013 21:31
522,11/14/2014 18:40,11/25/2014 6:28
523,10/11/2013 13:10,10/23/2013 13:49
524,10/4/2016 5:01,10/11/2016 11:06
525,2/8/2020 22:56,2/12/2020 13:36
526,7/1/2018 9:09,7/9/2018 20:21
527,9/27/2017 6:29,10/2/2017 6:59
528,10/31/2014 8:05,11/9/2014 20:15
529,7/19/2013 7:02,7/24/2013 8:48
530,12/25/2016 7:48,12/30/2016 8:52
531,2/14/2010 16:54,2/24/2010 19:38
532,11/10/2016 23:06,11/18/2016 3:38
533,5/8/2020 4:21,5/12/2020 6:47
534,1/6/2020 16:47,1/21/2020 8:34
535,8/5/2017 14:04,8/15/2017 18:04
536,1/12/2020 3:13,1/26/2020 7:30
537,10/1/2012 15:44,10/9/2012 4:07
538,3/17/2013 14:10,3/30/2013 17:13
539,9/20/2016 13:13,10/2/2016 21:46
540,12/23/2014 15:46,12/28/2014 17:19
541,6/4/2019 18:54,6/8/2019 23:21
542,8/3/2018 14:07,8/17/2018 15:53
543,2/26/2013 5:28,3/4/2013 21:09
544,3/26/2016 13:52,4/8/2016 22:24
545,3/15/2014 1:31,3/26/2014 15:07
546,8/2/2020 2:00,8/7/2020 17:42
547,6/30/2015 20:00,7/8/2015 4:13
548,10/26/2014 21:39,11/8/2014 11:31
549,5/31/2014 15:30,6/8/2014 5:43
550,4/22/2018 9:08,4/28/2018 15:38
551,5/19/2011 1:24,6/2/2011 2:27
552,1/9/2013 5:13,1/19/2013 5:58
553,3/27/2013 0:31,4/7/2013 4:49
554,1/29/2020 22:15,2/4/2020 8:18
555,5/19/2011 4:05,6/2/2011 19:32
556,11/10/2019 6:26,11/14/2019 20:40
557,11/16/2015 3:58,11/24/2015 9:13
558,9/27/2016 16:20,10/12/2016 8:52
559,7/21/2010 14:36,7/25/2010 1:42
560,3/25/2018 0:29,4/8/2018 15:00
561,11/27/2010 16:40,12/8/2010 0:53
562,1/4/2015 23:17,1/12/2015 9:31
563,3/24/2011 10:06,3/30/2011 17:27
564,3/26/2020 6:18,4/4/2020 10:38
565,12/17/2012 9:26,12/20/2012 19:26
566,2/11/2018 1:13,2/19/2018 16:53
567,9/5/2016 8:28,9/9/2016 20:47
568,3/25/2019 8:30,4/3/2019 16:09
569,3/24/2019 11:35,4/5/2019 20:01
570,6/27/2016 9:37,7/10/2016 20:17
571,3/31/2020 15:08,4/10/2020 6:33
572,1/7/2015 9:44,1/21/2015 2:08
573,11/13/2017 16:53,11/21/2017 19:00
574,7/21/2017 14:29,8/3/2017 23:28
575,8/30/2019 23:45,9/11/2019 2:53
576,4/29/2017 0:40,5/5/2017 4:05
577,8/10/2020 16:43,8/18/2020 2:03
578,3/7/2018 3:04,3/20/2018 9:06
579,5/1/2018 7:58,5/7/2018 21:23
580,5/11/2016 15:26,5/26/2016 3:03
581,10/31/2018 1:21,11/8/2018 17:50
582,3/12/2019 21:19,3/17/2019 22:25
583,1/14/2016 11:44,1/21/2016 2:47
584,4/30/2013 6:43,5/10/2013 20:11
585,1/14/2017 13:27,1/26/2017 23:35
586,9/10/2014 14:29,9/15/2014 4:44
587,2/22/2013 5:41,3/7/2013 6:15
588,5/2/2011 12:23,5/10/2011 12:50
589,11/26/2017 19:11,12/1/2017 10:22
590,8/5/2011 7:27,8/9/2011 7:34
591,9/5/2013 21:43,9/12/2013 14:18
592,8/6/2015 7:45,8/12/2015 19:57
593,6/1/2011 16:42,6/15/2011 18:52
594,4/9/2011 2:06,4/19/2011 8:33
595,6/9/2018 14:00,6/15/2018 5:25
596,4/18/2010 3:22,4/28/2010 12:43
597,8/15/2012 11:03,8/21/2012 18:20
598,12/17/2014 3:57,12/20/2014 7:20
599,3/14/2017 21:47,3/25/2017 23:46
600,10/4/2013 2:37,10/18/2013 11:24
601,7/11/2011 2:27,7/25/2011 9:25
602,12/24/2018 3:20,12/27/2018 13:29
603,9/2/2016 4:47,9/16/2016 5:53
604,2/22/2018 17:39,2/28/2018 2:20
605,2/23/2020 23:41,3/7/2020 6:44
606,6/29/2017 15:56,7/5/2017 16:01
607,6/28/2019 22:46,7/11/2019 9:25
608,3/10/2012 20:15,3/14/2012 10:04
609,9/5/2020 12:13,9/20/2020 0:13
610,8/5/2016 18:50,8/17/2016 6:36
611,1/26/2016 23:36,1/30/2016 12:35
612,3/22/2017 9:12,3/26/2017 21:37
613,1/31/2011 20:22,2/9/2011 1:58
614,2/14/2017 3:42,2/21/2017 11:15
615,2/7/2011 18:55,2/20/2011 8:13
616,5/18/2013 8:16,5/24/2013 21:30
617,8/24/2014 17:29,9/5/2014 0:20
618,12/18/2015 18:24,12/25/2015 7:50
619,8/25/2017 3:16,8/28/2017 3:29
620,8/26/2011 16:40,8/31/2011 19:45
621,4/28/2016 10:18,5/4/2016 1:56
622,9/27/2010 21:48,10/6/2010 23:02
623,1/12/2012 4:16,1/20/2012 17:35
624,9/4/2016 15:05,9/9/2016 20:08
625,11/23/2019 4:38,11/28/2019 14:52
626,8/1/2013 17:14,8/4/2013 17:23
627,5/26/2019 22:50,6/6/2019 4:08
628,4/5/2018 10:59,4/14/2018 17:13
629,4/4/2020 9:03,4/18/2020 13:28
630,5/19/2020 15:31,5/27/2020 22:54
631,6/26/2014 14:42,7/4/2014 4:00
632,11/13/2019 21:46,11/26/2019 22:15
633,1/31/2019 13:45,2/9/2019 14:55
634,10/5/2016 10:28,10/19/2016 20:20
635,7/25/2016 0:24,8/2/2016 16:26
636,10/10/2015 23:17,10/17/2015 5:11
637,7/20/2018 5:45,8/1/2018 8:12
638,11/14/2019 8:14,11/23/2019 0:10
639,12/24/2018 4:58,1/2/2019 9:59
640,6/5/2020 19:01,6/13/2020 11:31
641,6/15/2017 2:32,6/27/2017 4:33
642,5/17/2015 14:46,5/23/2015 22:58
643,8/1/2018 7:14,8/6/2018 18:41
644,9/19/2014 16:41,10/1/2014 21:02
645,12/1/2014 8:53,12/11/2014 17:35
646,7/6/2012 1:35,7/17/2012 1:43
647,11/6/2015 4:51,11/10/2015 13:14
648,10/8/2018 9:47,10/16/2018 16:03
649,3/17/2018 12:43,3/29/2018 13:23
650,7/9/2018 5:12,7/22/2018 18:38
651,12/7/2019 16:40,12/19/2019 2:38
652,11/23/2015 21:00,11/29/2015 7:15
653,5/13/2010 6:54,5/21/2010 13:11
654,2/23/2011 3:02,2/26/2011 14:21
655,9/20/2011 0:24,9/26/2011 4:58
656,6/28/2018 5:22,7/7/2018 6:24
657,6/26/2014 10:06,7/7/2014 21:08
658,12/6/2011 12:32,12/15/2011 4:54
659,8/16/2019 16:50,8/22/2019 2:30
660,8/8/2014 20:23,8/22/2014 5:22
661,12/26/2017 0:36,1/1/2018 7:57
662,7/18/2018 14:15,7/25/2018 19:43
663,1/29/2010 22:52,2/5/2010 5:26
664,9/2/2016 6:25,9/11/2016 15:45
665,11/27/2014 2:52,12/9/2014 14:50
666,10/4/2015 11:25,10/11/2015 12:59
667,11/28/2010 1:50,12/10/2010 10:32
668,11/30/2018 21:24,12/6/2018 5:07
669,7/18/2012 4:30,7/23/2012 12:54
670,2/9/2011 1:43,2/14/2011 10:24
671,11/9/2017 13:21,11/24/2017 4:06
672,7/25/2013 15:35,8/5/2013 23:13
673,8/20/2012 17:03,8/28/2012 2:25
674,11/26/2013 2:03,12/9/2013 9:25
675,4/14/2012 21:06,4/21/2012 23:58
676,1/6/2016 11:20,1/10/2016 16:50
677,3/21/2019 7:18,4/4/2019 11:36
678,12/24/2013 4:43,12/27/2013 10:47
679,8/6/2015 19:49,8/14/2015 5:06
680,12/27/2015 5:43,1/10/2016 9:44
681,5/28/2014 16:12,6/11/2014 20:41
682,8/23/2016 16:36,8/31/2016 2:19
683,5/23/2011 20:15,5/30/2011 1:42
684,1/30/2011 21:28,2/7/2011 8:20
685,3/19/2015 4:32,4/1/2015 20:29
686,2/12/2013 3:19,2/20/2013 7:35
687,8/20/2020 9:17,8/26/2020 11:25
688,3/10/2020 9:14,3/24/2020 23:06
689,9/5/2011 16:18,9/12/2011 1:09
690,5/4/2020 17:20,5/12/2020 5:17
691,1/5/2016 22:13,1/16/2016 3:52
692,4/2/2012 13:53,4/16/2012 22:59
693,4/7/2015 9:18,4/11/2015 20:49
694,2/13/2011 21:06,2/17/2011 1:05
695,1/5/2017 16:49,1/16/2017 2:10
696,9/5/2015 23:39,9/13/2015 4:49
697,8/3/2014 1:30,8/7/2014 8:24
698,11/19/2018 16:24,11/28/2018 22:48
699,8/30/2015 3:43,9/5/2015 15:01
700,12/4/2015 16:58,12/13/2015 0:47
701,2/24/2017 22:26,3/5/2017 9:11
702,9/27/2016 16:28,10/3/2016 22:55
703,3/30/2019 1:52,4/11/2019 5:37
704,7/30/2017 11:30,8/11/2017 2:40
705,5/24/2020 5:47,6/1/2020 16:57
706,6/9/2010 6:00,6/15/2010 7:18
707,5/20/2018 10:44,5/31/2018 11:56
708,8/3/2010 11:34,8/13/2010 21:56
709,3/4/2019 8:53,3/17/2019 11:51
710,10/11/2013 4:15,10/21/2013 12:41
711,1/11/2017 4:42,1/17/2017 19:36
712,1/22/2015 2:02,1/28/2015 9:19
713,2/21/2018 4:18,2/24/2018 15:33
714,2/25/2019 5:21,3/2/2019 14:53
715,8/5/2010 23:46,8/20/2010 5:28
716,9/11/2017 12:10,9/17/2017 18:05
717,4/18/2020 20:34,5/1/2020 5:11
718,1/22/2020 13:04,1/29/2020 19:25
719,8/12/2013 9:55,8/21/2013 16:39
720,11/3/2015 2:32,11/12/2015 5:33
721,4/18/2019 15:49,5/2/2019 19:17
722,7/29/2015 16:35,8/5/2015 16:53
723,5/8/2014 5:39,5/17/2014 16:20
724,2/11/2016 1:01,2/18/2016 12:07
725,2/6/2013 17:46,2/11/2013 20:37
726,9/5/2012 23:24,9/18/2012 6:51
727,11/14/2014 22:02,11/26/2014 2:37
728,10/12/2013 16:42,10/22/2013 9:03
729,7/13/2011 22:37,7/25/2011 14:13
730,6/29/2013 16:40,7/5/2013 21:55
731,2/4/2013 9:31,2/16/2013 12:50
732,12/17/2010 22:42,12/23/2010 2:01
733,3/31/2014 18:07,4/3/2014 21:32
734,11/24/2015 3:05,12/2/2015 19:17
735,8/26/2014 16:27,9/2/2014 0:26
736,4/28/2017 21:24,5/9/2017 8:21
737,12/29/2011 6:38,1/5/2012 15:44
738,8/3/2016 9:53,8/6/2016 10:19
739,9/28/2013 17:35,10/8/2013 19:05
740,12/12/2016 11:14,12/18/2016 22:14
741,11/12/2015 9:54,11/21/2015 18:51
742,3/28/2018 10:55,4/9/2018 0:00
743,3/29/2013 16:00,4/5/2013 4:47
744,1/24/2014 6:36,1/29/2014 19:22
745,3/14/2014 8:49,3/17/2014 15:58
746,9/3/2016 9:39,9/16/2016 11:17
747,5/20/2010 12:24,6/4/2010 1:52
748,5/26/2014 15:25,6/2/2014 0:15
749,10/23/2016 3:13,11/6/2016 17:48
750,3/30/2017 5:28,4/13/2017 11:36
751,5/1/2013 6:39,5/12/2013 18:49
752,1/20/2018 23:12,1/26/2018 12:55
753,11/30/2013 19:45,12/13/2013 1:29
754,12/15/2011 3:12,12/24/2011 9:13
755,2/5/2013 17:39,2/10/2013 1:46
756,10/10/2019 16:51,10/14/2019 7:18
757,11/19/2016 2:14,11/29/2016 8:27
758,12/27/2013 22:58,1/9/2014 14:47
759,2/19/2018 5:42,3/3/2018 13:00
760,9/10/2012 15:01,9/23/2012 5:08
761,6/19/2011 9:33,7/1/2011 1:44
762,1/29/2010 5:59,2/6/2010 15:54
763,4/6/2010 7:49,4/15/2010 22:21
764,5/2/2013 4:30,5/11/2013 8:23
765,12/2/2011 18:57,12/10/2011 9:36
766,8/13/2019 14:58,8/19/2019 21:34
767,9/30/2017 11:55,10/8/2017 4:23
768,3/15/2012 10:26,3/26/2012 12:55
769,10/21/2014 0:34,11/4/2014 7:47
770,5/18/2010 5:59,5/23/2010 21:54
771,1/7/2013 9:45,1/21/2013 2:05
772,3/4/2017 1:20,3/12/2017 3:01
773,7/7/2011 22:03,7/10/2011 22:20
774,8/30/2011 18:12,9/9/2011 1:13
775,4/14/2018 6:31,4/28/2018 15:29
776,2/17/2010 17:07,2/22/2010 6:20
777,11/11/2013 23:18,11/18/2013 1:03
778,4/4/2018 15:01,4/15/2018 21:04
779,3/18/2017 11:41,3/22/2017 20:24
780,9/8/2019 12:19,9/11/2019 22:02
781,5/27/2015 12:28,6/7/2015 3:04
782,6/27/2016 11:28,7/3/2016 22:01
783,1/20/2020 4:42,1/26/2020 12:09
784,7/7/2012 2:13,7/16/2012 16:02
785,8/12/2011 16:33,8/16/2011 4:17
786,11/25/2013 14:57,12/5/2013 4:11
787,3/14/2019 17:41,3/28/2019 4:08
788,3/22/2017 3:24,4/5/2017 12:18
789,1/25/2011 6:21,2/5/2011 14:30
790,6/28/2017 9:27,7/6/2017 20:27
791,7/10/2020 12:44,7/21/2020 2:08
792,12/9/2010 2:06,12/20/2010 8:03
793,3/30/2011 9:04,4/9/2011 13:41
794,7/20/2011 7:56,7/23/2011 13:08
795,11/11/2013 21:37,11/16/2013 4:10
796,8/21/2014 2:33,8/27/2014 12:52
797,6/11/2016 14:42,6/16/2016 18:49
798,10/19/2018 5:32,10/22/2018 9:23
799,1/19/2010 20:43,2/3/2010 10:33
800,1/24/2011 23:18,2/2/2011 5:16
801,6/19/2018 5:14,6/25/2018 20:50
802,2/1/2014 23:35,2/14/2014 3:31
803,7/21/2012 16:07,7/27/2012 0:31
804,5/15/2010 2:41,5/25/2010 11:16
805,6/6/2015 23:04,6/18/2015 6:39
806,9/15/2010 5:17,9/24/2010 15:33
807,1/28/2013 1:53,2/3/2013 11:32
808,5/14/2015 21:50,5/26/2015 2:03
809,11/6/2016 4:54,11/20/2016 16:21
810,6/22/2016 21:58,7/2/2016 6:14
811,10/18/2018 16:11,10/25/2018 0:06
812,8/1/2015 11:28,8/13/2015 19:08
813,4/14/2013 3:46,4/19/2013 8:00
814,5/7/2013 19:46,5/13/2013 2:06
815,2/2/2011 1:42,2/15/2011 15:08
816,10/19/2014 18:40,11/1/2014 8:58
817,2/22/2015 22:59,3/3/2015 15:04
818,6/21/2012 20:42,7/4/2012 8:28
819,1/30/2012 15:11,2/10/2012 22:00
820,6/15/2012 5:05,6/18/2012 17:45
821,5/21/2017 16:47,6/3/2017 23:40
822,7/31/2012 2:21,8/7/2012 6:21
823,3/28/2019 6:57,4/10/2019 22:04
824,1/2/2010 16:58,1/17/2010 3:55
825,4/5/2014 12:19,4/16/2014 1:00
826,12/26/2015 3:54,1/3/2016 10:02
827,6/8/2015 22:39,6/23/2015 1:10
828,4/21/2020 17:54,4/29/2020 23:44
829,11/25/2017 9:34,11/29/2017 12:11
830,5/16/2012 21:59,5/31/2012 3:13
831,10/29/2018 12:30,11/3/2018 15:17
832,7/22/2017 14:35,8/1/2017 2:57
833,5/15/2014 13:09,5/24/2014 3:19
834,2/8/2011 16:17,2/13/2011 19:32
835,12/26/2017 11:08,1/4/2018 16:25
836,4/22/2017 4:34,5/5/2017 14:46
837,7/3/2018 21:43,7/16/2018 9:35
838,2/23/2020 6:12,3/6/2020 19:31
839,1/14/2013 5:47,1/20/2013 16:59
840,5/31/2018 6:13,6/4/2018 18:42
841,6/25/2012 10:05,7/2/2012 22:38
842,7/15/2020 8:25,7/24/2020 14:54
843,6/18/2014 11:05,6/21/2014 13:00
844,9/1/2020 0:24,9/9/2020 14:26
845,1/20/2011 14:29,1/26/2011 15:13
846,4/20/2019 5:34,5/3/2019 20:43
847,8/20/2014 18:41,9/3/2014 6:03
848,12/13/2010 14:04,12/18/2010 5:12
849,4/23/2017 22:21,5/2/2017 4:49
850,8/19/2011 3:13,8/22/2011 15:46
851,10/18/2014 7:08,10/24/2014 10:27
852,3/21/2010 0:38,4/4/2010 4:35
853,5/7/2012 14:22,5/17/2012 1:33
854,2/5/2017 8:57,2/12/2017 17:09
855,6/1/2017 11:47,6/10/2017 20:19
856,11/2/2013 19:20,11/13/2013 7:21
857,12/27/2011 0:26,1/9/2012 16:57
858,7/28/2010 2:07,8/3/2010 5:40
859,5/5/2016 20:33,5/14/2016 9:11
860,10/31/2010 11:13,11/4/2010 13:49
861,1/14/2020 22:17,1/23/2020 3:18
862,12/9/2019 12:58,12/20/2019 22:22
863,12/3/2017 2:17,12/15/2017 6:14
864,8/16/2012 20:35,8/28/2012 3:55
865,11/22/2019 0:56,11/27/2019 10:56
866,6/8/2010 3:32,6/20/2010 7:36
867,10/23/2018 15:32,11/6/2018 8:09
868,4/3/2011 11:30,4/13/2011 20:55
